"Order.ID","Order.Date","Ship.Date","Ship.Mode","Customer.ID","City","State","Postal.Code","Region","Product.ID","Product.Name","Segment","Category","Sub.Category","Revenue","Quantity","Discount","Profit"
"CA-2014-161662","2/7/2014","2/9/2014","First Class","BE-11410","Lancaster","Ohio",43130,"East","OFF-PA-10003465","Xerox 1912","Consumer","Office Supplies","Paper",30.352,2,0.2,10.62
"CA-2012-145317","3/18/2012","3/23/2012","Standard Class","SM-20320","Jacksonville","Florida",32216,"South","TEC-MA-10003626","Hewlett-Packard Deskjet 6540 Color Inkjet Printer","Home Office","Technology","Machines",821.3,4,0.5,-16.43
"CA-2012-145317","3/18/2012","3/23/2012","Standard Class","SM-20320","Jacksonville","Florida",32216,"South","TEC-MA-10002412","Cisco TelePresence System EX90 Videoconferencing Unit","Home Office","Technology","Machines",22638.48,6,0.5,-1811.08
"CA-2012-145317","3/18/2012","3/23/2012","Standard Class","SM-20320","Jacksonville","Florida",32216,"South","OFF-PA-10001804","Xerox 195","Home Office","Office Supplies","Paper",21.376,4,0.2,7.48
"CA-2012-145317","3/18/2012","3/23/2012","Standard Class","SM-20320","Jacksonville","Florida",32216,"South","OFF-AR-10003183","Avery Fluorescent Highlighter Four-Color Set","Home Office","Office Supplies","Art",8.016,3,0.2,1
"CA-2012-145317","3/18/2012","3/23/2012","Standard Class","SM-20320","Jacksonville","Florida",32216,"South","FUR-FU-10004270","Executive Impressions 13"" Clairmont Wall Clock","Home Office","Furniture","Furnishings",30.768,2,0.2,8.08
"CA-2012-145317","3/18/2012","3/23/2012","Standard Class","SM-20320","Jacksonville","Florida",32216,"South","OFF-FA-10003112","Staples","Home Office","Office Supplies","Fasteners",18.936,3,0.2,5.92
"CA-2012-145317","3/18/2012","3/23/2012","Standard Class","SM-20320","Jacksonville","Florida",32216,"South","FUR-FU-10001986","Dana Fluorescent Magnifying Lamp, White, 36""","Home Office","Furniture","Furnishings",122.352,3,0.2,15.29
"CA-2012-143413","5/24/2012","5/30/2012","Standard Class","RP-19390","Baltimore","Maryland",21215,"East","OFF-PA-10002319","Xerox 1944","Consumer","Office Supplies","Paper",116.28,3,0,56.98
"CA-2015-156818","7/12/2015","7/14/2015","Second Class","JD-16015","New York City","New York",10009,"East","TEC-AC-10002323","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card","Consumer","Technology","Accessories",132.6,6,0,17.24
"CA-2015-155873","6/17/2015","6/22/2015","Standard Class","AB-10255","Carlsbad","New Mexico",88220,"West","OFF-SU-10001165","Acme Elite Stainless Steel Scissors","Home Office","Office Supplies","Supplies",16.68,2,0,4.34
"CA-2015-155873","6/17/2015","6/22/2015","Standard Class","AB-10255","Carlsbad","New Mexico",88220,"West","OFF-PA-10001246","Xerox 215","Home Office","Office Supplies","Paper",19.44,3,0,9.33
"CA-2015-155873","6/17/2015","6/22/2015","Standard Class","AB-10255","Carlsbad","New Mexico",88220,"West","OFF-PA-10001815","Xerox 1885","Home Office","Office Supplies","Paper",192.16,4,0,92.24
"CA-2013-121797","1/30/2013","2/6/2013","Standard Class","CC-12145","Los Angeles","California",90049,"West","FUR-FU-10001876","Computer Room Manger, 14""","Consumer","Furniture","Furnishings",227.36,7,0,81.85
"CA-2013-121797","1/30/2013","2/6/2013","Standard Class","CC-12145","Los Angeles","California",90049,"West","TEC-MA-10000488","Bady BDG101FRU Card Printer","Consumer","Technology","Machines",1919.976,3,0.2,216
"US-2013-120572","12/11/2013","12/15/2013","Standard Class","GH-14425","Jacksonville","Florida",32216,"South","OFF-BI-10001098","Acco D-Ring Binder w/DublLock","Consumer","Office Supplies","Binders",12.828,2,0.7,-8.98
"CA-2015-132430","10/10/2015","10/12/2015","First Class","CP-12085","Lakewood","Ohio",44107,"East","FUR-FU-10003577","Nu-Dell Leatherette Frames","Corporate","Furniture","Furnishings",45.888,4,0.2,9.18
"CA-2015-146031","7/30/2015","8/2/2015","Second Class","GM-14440","Troy","New York",12180,"East","OFF-AR-10002656","Sanford Liquid Accent Highlighters","Consumer","Office Supplies","Art",60.12,9,0,22.24
"CA-2012-110100","4/25/2012","4/29/2012","Standard Class","LC-16885","Wilmington","North Carolina",28403,"South","TEC-PH-10004531","AT&T CL2909","Consumer","Technology","Phones",302.376,3,0.2,37.8
"CA-2013-103723","12/1/2013","12/6/2013","Standard Class","BT-11305","Seattle","Washington",98105,"West","OFF-AR-10003251","Prang Drawing Pencil Set","Home Office","Office Supplies","Art",13.9,5,0,5.56
"CA-2012-127187","12/4/2012","12/8/2012","Standard Class","CP-12085","New York City","New York",10024,"East","TEC-PH-10000673","Plantronics Voyager Pro HD - Bluetooth Headset","Corporate","Technology","Phones",129.98,2,0,62.39
"CA-2015-128475","8/27/2015","9/2/2015","Standard Class","SC-20680","Columbus","Georgia",31907,"South","TEC-AC-10000158","Sony 64GB Class 10 Micro SDHC R40 Memory Card","Home Office","Technology","Accessories",71.98,2,0,15.12
"CA-2012-100006","9/7/2012","9/13/2012","Standard Class","DK-13375","New York City","New York",10024,"East","TEC-PH-10002075","AT&T EL51110 DECT","Consumer","Technology","Phones",377.97,3,0,109.61
"CA-2015-144827","12/22/2015","12/28/2015","Standard Class","SE-20110","Costa Mesa","California",92627,"West","OFF-ST-10004340","Fellowes Mobile File Cart, Black","Consumer","Office Supplies","Storage",124.36,2,0,33.58
"CA-2012-110030","12/6/2012","12/8/2012","Second Class","LF-17185","Houston","Texas",77095,"Central","FUR-FU-10002759","12-1/2 Diameter Round Wall Clock","Consumer","Furniture","Furnishings",23.976,3,0.6,-14.39
"CA-2012-121286","11/4/2012","11/8/2012","Second Class","ON-18715","Cary","North Carolina",27511,"South","OFF-FA-10000585","OIC Bulk Pack Metal Binder Clips","Corporate","Office Supplies","Fasteners",8.376,3,0.2,2.72
"CA-2012-121286","11/4/2012","11/8/2012","Second Class","ON-18715","Cary","North Carolina",27511,"South","OFF-AP-10004859","Acco 6 Outlet Guardian Premium Surge Suppressor","Corporate","Office Supplies","Appliances",58.24,5,0.2,5.1
"CA-2014-164735","4/15/2014","4/20/2014","Second Class","TB-21400","Alexandria","Virginia",22304,"South","OFF-ST-10001558","Acco Perma 4000 Stacking Storage Drawers","Consumer","Office Supplies","Storage",81.2,5,0,12.18
"CA-2012-153479","10/4/2012","10/8/2012","Standard Class","DF-13135","Vallejo","California",94591,"West","OFF-LA-10004689","Avery 512","Consumer","Office Supplies","Labels",14.45,5,0,6.79
"CA-2012-153479","10/4/2012","10/8/2012","Standard Class","DF-13135","Vallejo","California",94591,"West","OFF-BI-10002867","GBC Recycled Regency Composition Covers","Consumer","Office Supplies","Binders",95.648,2,0.2,31.09
"CA-2015-149888","11/8/2015","11/14/2015","Standard Class","EP-13915","Philadelphia","Pennsylvania",19120,"East","TEC-PH-10003811","Jabra Supreme Plus Driver Edition Headset","Consumer","Technology","Phones",359.97,5,0.4,-71.99
"CA-2015-149888","11/8/2015","11/14/2015","Standard Class","EP-13915","Philadelphia","Pennsylvania",19120,"East","FUR-TA-10000849","Bevis Rectangular Conference Tables","Consumer","Furniture","Tables",350.352,4,0.4,-140.14
"CA-2015-119193","12/23/2015","12/25/2015","First Class","SK-19990","Toledo","Ohio",43615,"East","OFF-BI-10000848","Angle-D Ring Binders","Consumer","Office Supplies","Binders",1.641,1,0.7,-1.31
"CA-2015-119193","12/23/2015","12/25/2015","First Class","SK-19990","Toledo","Ohio",43615,"East","TEC-PH-10003072","Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System","Consumer","Technology","Phones",629.958,7,0.4,94.49
"CA-2015-104801","2/14/2015","2/20/2015","Standard Class","FH-14350","Seattle","Washington",98105,"West","OFF-AR-10001547","Newell 311","Consumer","Office Supplies","Art",6.63,3,0,1.79
"CA-2015-104801","2/14/2015","2/20/2015","Standard Class","FH-14350","Seattle","Washington",98105,"West","TEC-AC-10001838","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset","Consumer","Technology","Accessories",799.96,4,0,343.98
"CA-2015-104801","2/14/2015","2/20/2015","Standard Class","FH-14350","Seattle","Washington",98105,"West","FUR-FU-10004017","Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""","Consumer","Furniture","Furnishings",107.53,1,0,21.51
"CA-2012-107594","7/2/2012","7/6/2012","Standard Class","EH-13945","Plainfield","New Jersey",7060,"East","TEC-PH-10002923","Logitech B530 USB Headset - headset - Full size, Binaural","Consumer","Technology","Phones",73.98,2,0,19.97
"CA-2012-107594","7/2/2012","7/6/2012","Standard Class","EH-13945","Plainfield","New Jersey",7060,"East","OFF-AR-10000716","DIXON Ticonderoga Erasable Checking Pencils","Consumer","Office Supplies","Art",5.58,1,0,2.18
"CA-2013-129770","2/21/2013","2/23/2013","Second Class","JE-15715","Las Cruces","New Mexico",88001,"West","OFF-PA-10000249","Easy-staple paper","Consumer","Office Supplies","Paper",49.12,4,0,23.09
"CA-2013-115798","11/13/2013","11/19/2013","Standard Class","KL-16645","Newark","Delaware",19711,"East","TEC-PH-10003691","BlackBerry Q10","Consumer","Technology","Phones",377.97,3,0,94.49
"CA-2013-115798","11/13/2013","11/19/2013","Standard Class","KL-16645","Newark","Delaware",19711,"East","OFF-PA-10001560","Adams Telephone Message Books, 5 1/4” x 11”","Consumer","Office Supplies","Paper",42.28,7,0,19.87
"CA-2013-115798","11/13/2013","11/19/2013","Standard Class","KL-16645","Newark","Delaware",19711,"East","FUR-BO-10004467","Bestar Classic Bookcase","Consumer","Furniture","Bookcases",299.97,3,0,56.99
"CA-2013-115798","11/13/2013","11/19/2013","Standard Class","KL-16645","Newark","Delaware",19711,"East","TEC-PH-10001819","Innergie mMini Combo Duo USB Travel Charging Kit","Consumer","Technology","Phones",89.98,2,0,43.19
"CA-2015-122707","4/17/2015","4/19/2015","First Class","EB-13750","Hoover","Alabama",35244,"South","OFF-SU-10000157","Compact Automatic Electric Letter Opener","Corporate","Office Supplies","Supplies",477.24,4,0,9.54
"CA-2015-122707","4/17/2015","4/19/2015","First Class","EB-13750","Hoover","Alabama",35244,"South","TEC-AC-10004227","SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card","Corporate","Technology","Accessories",25.98,2,0,1.56
"CA-2014-165015","2/25/2014","2/27/2014","Second Class","BD-11725","Newark","Ohio",43055,"East","OFF-EN-10003134","Staple envelope","Consumer","Office Supplies","Envelopes",46.72,5,0.2,17.52
"CA-2012-149244","11/4/2012","11/8/2012","Standard Class","MS-17530","San Diego","California",92037,"West","FUR-FU-10004671","Executive Impressions 12"" Wall Clock","Consumer","Furniture","Furnishings",35.34,2,0,13.43
"CA-2013-140144","6/20/2013","6/25/2013","Second Class","SC-20770","San Francisco","California",94122,"West","FUR-FU-10002253","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","Corporate","Furniture","Furnishings",257.64,6,0,100.48
"CA-2013-140144","6/20/2013","6/25/2013","Second Class","SC-20770","San Francisco","California",94122,"West","TEC-PH-10002726","netTALK DUO VoIP Telephone Service","Corporate","Technology","Phones",125.976,3,0.2,47.24
"CA-2015-163321","8/8/2015","8/12/2015","Second Class","FM-14380","Jacksonville","North Carolina",28540,"South","TEC-AC-10004571","Logitech G700s Rechargeable Gaming Mouse","Consumer","Technology","Accessories",79.992,1,0.2,22
"CA-2012-155887","5/12/2012","5/17/2012","Standard Class","KT-16480","Franklin","Massachusetts",2038,"East","FUR-TA-10002228","Bevis Traditional Conference Table Top, Plinth Base","Consumer","Furniture","Tables",700.056,3,0.3,-130.01
"US-2013-165449","11/22/2013","11/26/2013","Standard Class","AP-10720","Frisco","Texas",75034,"Central","TEC-AC-10004127","SanDisk Cruzer 8 GB USB Flash Drive","Home Office","Technology","Accessories",27.168,4,0.2,-1.36
"CA-2013-110247","12/4/2013","12/8/2013","Standard Class","RH-19555","Tallahassee","Florida",32303,"South","OFF-BI-10001553","SpineVue Locking Slant-D Ring Binders by Cardinal","Consumer","Office Supplies","Binders",8.226,3,0.7,-6.03
"US-2012-141257","6/8/2012","6/14/2012","Standard Class","CS-11950","Seattle","Washington",98115,"West","FUR-CH-10002758","Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back","Consumer","Furniture","Chairs",585.552,3,0.2,73.19
"CA-2012-154669","8/8/2012","8/11/2012","Second Class","TM-21010","Vacaville","California",95687,"West","OFF-ST-10000532","Advantus Rolling Drawer Organizers","Consumer","Office Supplies","Storage",423.28,11,0,110.05
"CA-2012-158029","5/26/2012","5/30/2012","Standard Class","HF-14995","Los Angeles","California",90008,"West","FUR-CH-10000988","Hon Olson Stacker Stools","Consumer","Furniture","Chairs",225.296,2,0.2,22.53
"CA-2013-155306","4/17/2013","4/21/2013","Standard Class","GA-14515","San Francisco","California",94122,"West","OFF-AR-10003251","Prang Drawing Pencil Set","Consumer","Office Supplies","Art",5.56,2,0,2.22
"CA-2013-155306","4/17/2013","4/21/2013","Standard Class","GA-14515","San Francisco","California",94122,"West","TEC-AC-10003174","Plantronics S12 Corded Telephone Headset System","Consumer","Technology","Accessories",323.37,3,0,129.35
"CA-2013-155306","4/17/2013","4/21/2013","Standard Class","GA-14515","San Francisco","California",94122,"West","TEC-PH-10002310","Plantronics Calisto P620-M USB Wireless Speakerphone System","Consumer","Technology","Phones",783.96,5,0.2,68.6
"CA-2013-155306","4/17/2013","4/21/2013","Standard Class","GA-14515","San Francisco","California",94122,"West","OFF-AP-10002651","Hoover Upright Vacuum With Dirt Cup","Consumer","Office Supplies","Appliances",1447.65,5,0,419.82
"CA-2013-155306","4/17/2013","4/21/2013","Standard Class","GA-14515","San Francisco","California",94122,"West","OFF-PA-10001184","Xerox 1903","Consumer","Office Supplies","Paper",11.96,2,0,5.86
"CA-2014-127775","6/12/2014","6/14/2014","Second Class","ES-14020","New York City","New York",10035,"East","TEC-AC-10002402","Razer Kraken PRO Over Ear PC and Music Headset","Consumer","Technology","Accessories",239.97,3,0,71.99
"CA-2014-146171","3/12/2014","3/16/2014","Standard Class","JP-16135","Columbus","Georgia",31907,"South","FUR-FU-10004270","Executive Impressions 13"" Clairmont Wall Clock","Home Office","Furniture","Furnishings",76.92,4,0,31.54
"CA-2014-146171","3/12/2014","3/16/2014","Standard Class","JP-16135","Columbus","Georgia",31907,"South","OFF-ST-10001526","Iceberg Mobile Mega Data/Printer Cart ","Home Office","Office Supplies","Storage",481.32,4,0,125.14
"CA-2012-129574","5/26/2012","5/29/2012","First Class","Dp-13240","Murray","Utah",84107,"West","OFF-PA-10002893","Wirebound Service Call Books, 5 1/2"" x 4""","Home Office","Office Supplies","Paper",48.4,5,0,23.23
"CA-2015-126536","10/13/2015","10/15/2015","First Class","NK-18490","San Francisco","California",94110,"West","TEC-AC-10003709","Maxell 4.7GB DVD-R 5/Pack","Home Office","Technology","Accessories",0.99,1,0,0.44
"CA-2015-126536","10/13/2015","10/15/2015","First Class","NK-18490","San Francisco","California",94110,"West","OFF-BI-10001191","Canvas Sectional Post Binders","Home Office","Office Supplies","Binders",101.84,5,0.2,36.92
"CA-2015-165757","6/23/2015","6/29/2015","Standard Class","PL-18925","Philadelphia","Pennsylvania",19140,"East","OFF-BI-10003166","GBC Plasticlear Binding Covers","Home Office","Office Supplies","Binders",10.332,3,0.7,-7.58
"CA-2015-165757","6/23/2015","6/29/2015","Standard Class","PL-18925","Philadelphia","Pennsylvania",19140,"East","OFF-BI-10003982","Wilson Jones Century Plastic Molded Ring Binders","Home Office","Office Supplies","Binders",31.155,5,0.7,-23.89
"CA-2015-165757","6/23/2015","6/29/2015","Standard Class","PL-18925","Philadelphia","Pennsylvania",19140,"East","OFF-ST-10004835","Plastic Stacking Crates & Casters","Home Office","Office Supplies","Storage",8.928,2,0.2,0.67
"CA-2015-167752","1/16/2015","1/19/2015","First Class","RW-19690","Philadelphia","Pennsylvania",19134,"East","OFF-AP-10000159","Belkin F9M820V08 8 Outlet Surge","Consumer","Office Supplies","Appliances",34.384,1,0.2,3.87
"CA-2015-167752","1/16/2015","1/19/2015","First Class","RW-19690","Philadelphia","Pennsylvania",19134,"East","OFF-AP-10002945","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room","Consumer","Office Supplies","Appliances",1924.16,8,0.2,312.68
"US-2013-122140","4/2/2013","4/7/2013","Standard Class","MO-17950","Dallas","Texas",75220,"Central","OFF-AP-10001242","APC 7 Outlet Network SurgeArrest Surge Protector","Consumer","Office Supplies","Appliances",32.192,2,0.8,-80.48
"US-2013-122140","4/2/2013","4/7/2013","Standard Class","MO-17950","Dallas","Texas",75220,"Central","TEC-AC-10003038","Kingston Digital DataTraveler 16GB USB 2.0","Consumer","Technology","Accessories",50.12,7,0.2,-0.63
"US-2013-122140","4/2/2013","4/7/2013","Standard Class","MO-17950","Dallas","Texas",75220,"Central","TEC-AC-10003289","Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard","Consumer","Technology","Accessories",47.976,3,0.2,1.8
"CA-2014-163986","9/4/2014","9/11/2014","Standard Class","JJ-15445","Waukesha","Wisconsin",53186,"Central","OFF-ST-10000918","Crate-A-Files","Consumer","Office Supplies","Storage",54.5,5,0,14.17
"CA-2015-158967","12/11/2015","12/13/2015","First Class","BT-11680","Fort Lauderdale","Florida",33311,"South","FUR-FU-10001940","Staple-based wall hangings","Consumer","Furniture","Furnishings",19.104,3,0.2,5.73
"CA-2014-131576","11/23/2014","11/27/2014","Standard Class","RD-19585","Detroit","Michigan",48205,"Central","OFF-BI-10002852","Ibico Standard Transparent Covers","Consumer","Office Supplies","Binders",49.44,3,0,24.23
"CA-2015-143455","11/12/2015","11/19/2015","Standard Class","ML-17755","Springfield","Ohio",45503,"East","OFF-PA-10004451","Xerox 222","Home Office","Office Supplies","Paper",10.368,2,0.2,3.63
"CA-2014-144729","10/22/2014","10/26/2014","Standard Class","JE-15745","San Diego","California",92037,"West","OFF-ST-10004804","Belkin 19"" Vented Equipment Shelf, Black","Consumer","Office Supplies","Storage",154.44,3,0,1.54
"CA-2013-127019","12/21/2013","12/25/2013","Standard Class","ER-13855","Colorado Springs","Colorado",80906,"West","OFF-AP-10003971","Belkin 6 Outlet Metallic Surge Strip","Corporate","Office Supplies","Appliances",60.984,7,0.2,4.57
"CA-2013-138534","7/17/2013","7/19/2013","Second Class","JM-15535","Bakersfield","California",93309,"West","FUR-BO-10003159","Sauder Camden County Collection Libraries, Planked Cherry Finish","Consumer","Furniture","Bookcases",195.466,2,0.15,-13.8
"CA-2015-108322","5/1/2015","5/6/2015","Standard Class","SS-20140","Pompano Beach","Florida",33068,"South","FUR-FU-10001935","3M Hangers With Command Adhesive","Corporate","Furniture","Furnishings",23.68,8,0.2,6.22
"CA-2015-108322","5/1/2015","5/6/2015","Standard Class","SS-20140","Pompano Beach","Florida",33068,"South","TEC-AC-10003433","Maxell 4.7GB DVD+R 5/Pack","Corporate","Technology","Accessories",2.376,3,0.2,0.74
"CA-2015-167668","5/7/2015","5/9/2015","First Class","TC-21295","New York City","New York",10035,"East","OFF-LA-10004544","Avery 505","Consumer","Office Supplies","Labels",59.2,4,0,29.6
"CA-2015-146724","11/21/2015","11/28/2015","Standard Class","HG-15025","Lakeville","Minnesota",55044,"Central","OFF-AR-10001026","Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow","Consumer","Office Supplies","Art",22,10,0,9.68
"CA-2014-139878","11/12/2014","11/17/2014","Standard Class","LD-17005","Detroit","Michigan",48234,"Central","TEC-PH-10001336","Digium D40 VoIP phone","Consumer","Technology","Phones",257.98,2,0,74.81
"US-2014-106677","11/6/2014","11/11/2014","Standard Class","AS-10285","Philadelphia","Pennsylvania",19134,"East","TEC-PH-10003187","Anker Astro Mini 3000mAh Ultra-Compact Portable Charger","Corporate","Technology","Phones",23.988,2,0.4,-15.99
"CA-2014-116974","10/10/2014","10/16/2014","Standard Class","MP-17965","Troy","Ohio",45373,"East","TEC-PH-10004897","Mediabridge Sport Armband iPhone 5s","Corporate","Technology","Phones",23.976,4,0.4,-15.58
"CA-2013-149972","9/21/2013","9/23/2013","First Class","CD-12790","Los Angeles","California",90036,"West","FUR-CH-10004997","Hon Every-Day Series Multi-Task Chairs","Home Office","Furniture","Chairs",601.536,4,0.2,0
"CA-2013-149972","9/21/2013","9/23/2013","First Class","CD-12790","Los Angeles","California",90036,"West","OFF-FA-10002763","Advantus Map Pennant Flags and Round Head Tacks","Home Office","Office Supplies","Fasteners",7.9,2,0,2.53
"US-2012-117744","12/2/2012","12/6/2012","Standard Class","MD-17860","Corpus Christi","Texas",78415,"Central","FUR-FU-10001588","Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black","Corporate","Furniture","Furnishings",58.36,5,0.6,-24.8
"US-2012-117744","12/2/2012","12/6/2012","Standard Class","MD-17860","Corpus Christi","Texas",78415,"Central","OFF-AR-10000940","Newell 343","Corporate","Office Supplies","Art",16.464,7,0.2,1.44
"US-2012-117744","12/2/2012","12/6/2012","Standard Class","MD-17860","Corpus Christi","Texas",78415,"Central","FUR-FU-10002759","12-1/2 Diameter Round Wall Clock","Corporate","Furniture","Furnishings",39.96,5,0.6,-23.98
"CA-2012-125514","9/21/2012","9/22/2012","First Class","BM-11650","Omaha","Nebraska",68104,"Central","OFF-AP-10000358","Fellowes Basic Home/Office Series Surge Protectors","Corporate","Office Supplies","Appliances",25.96,2,0,7.53
"CA-2012-125514","9/21/2012","9/22/2012","First Class","BM-11650","Omaha","Nebraska",68104,"Central","OFF-AP-10003281","Acco 6 Outlet Guardian Standard Surge Suppressor","Corporate","Office Supplies","Appliances",36.27,3,0,10.88
"CA-2012-125514","9/21/2012","9/22/2012","First Class","BM-11650","Omaha","Nebraska",68104,"Central","OFF-PA-10000029","Xerox 224","Corporate","Office Supplies","Paper",6.48,1,0,3.11
"CA-2012-154599","4/12/2012","4/17/2012","Standard Class","KN-16450","Redondo Beach","California",90278,"West","TEC-PH-10001557","Pyle PMP37LED","Corporate","Technology","Phones",1075.088,14,0.2,94.07
"CA-2012-154599","4/12/2012","4/17/2012","Standard Class","KN-16450","Redondo Beach","California",90278,"West","TEC-PH-10000576","AT&T 1080 Corded phone","Corporate","Technology","Phones",438.368,4,0.2,38.36
"CA-2012-154599","4/12/2012","4/17/2012","Standard Class","KN-16450","Redondo Beach","California",90278,"West","OFF-BI-10002764","Recycled Pressboard Report Cover with Reinforced Top Hinge","Corporate","Office Supplies","Binders",18.088,7,0.2,6.56
"CA-2012-154599","4/12/2012","4/17/2012","Standard Class","KN-16450","Redondo Beach","California",90278,"West","FUR-BO-10001337","O'Sullivan Living Dimensions 2-Shelf Bookcases","Corporate","Furniture","Bookcases",308.499,3,0.15,-18.15
"CA-2015-158743","10/21/2015","10/28/2015","Standard Class","IG-15085","Little Rock","Arkansas",72209,"South","OFF-AR-10002257","Eldon Spacemaker Box, Quick-Snap Lid, Clear","Consumer","Office Supplies","Art",13.36,4,0,4.14
"CA-2015-158743","10/21/2015","10/28/2015","Standard Class","IG-15085","Little Rock","Arkansas",72209,"South","OFF-PA-10001019","Xerox 1884","Consumer","Office Supplies","Paper",39.96,2,0,18.78
"CA-2015-158743","10/21/2015","10/28/2015","Standard Class","IG-15085","Little Rock","Arkansas",72209,"South","OFF-BI-10003364","Binding Machine Supplies","Consumer","Office Supplies","Binders",145.85,5,0,70.01
"CA-2014-153318","10/26/2014","10/29/2014","First Class","JS-15595","Miami","Florida",33180,"South","TEC-PH-10000984","Panasonic KX-TG9471B","Corporate","Technology","Phones",783.96,5,0.2,78.4
"US-2013-110163","11/1/2013","11/4/2013","First Class","GA-14725","Salem","Oregon",97301,"West","OFF-AR-10001683","Lumber Crayons","Consumer","Office Supplies","Art",7.88,1,0.2,1.77
"CA-2015-143329","11/4/2015","11/9/2015","Standard Class","DL-13330","Las Cruces","New Mexico",88001,"West","FUR-FU-10000629","9-3/4 Diameter Round Wall Clock","Consumer","Furniture","Furnishings",41.37,3,0,17.38
"CA-2013-159380","5/12/2013","5/16/2013","Standard Class","CS-12505","San Francisco","California",94122,"West","OFF-PA-10003893","Xerox 1962","Consumer","Office Supplies","Paper",12.84,3,0,5.78
"CA-2013-159380","5/12/2013","5/16/2013","Standard Class","CS-12505","San Francisco","California",94122,"West","OFF-PA-10004239","Xerox 1953","Consumer","Office Supplies","Paper",25.68,6,0,11.56
"CA-2013-122623","9/7/2013","9/11/2013","Standard Class","CC-12145","El Paso","Texas",79907,"Central","FUR-CH-10000553","Metal Folding Chairs, Beige, 4/Carton","Consumer","Furniture","Chairs",47.516,2,0.3,-2.04
"CA-2013-148635","7/25/2013","7/27/2013","Second Class","MH-18025","Seattle","Washington",98115,"West","OFF-FA-10004395","Plymouth Boxed Rubber Bands by Plymouth","Consumer","Office Supplies","Fasteners",9.42,2,0,0.47
"CA-2013-148635","7/25/2013","7/27/2013","Second Class","MH-18025","Seattle","Washington",98115,"West","OFF-PA-10004782","Xerox 228","Consumer","Office Supplies","Paper",12.96,2,0,6.22
"CA-2013-148635","7/25/2013","7/27/2013","Second Class","MH-18025","Seattle","Washington",98115,"West","FUR-BO-10002213","Sauder Forest Hills Library, Woodland Oak Finish","Consumer","Furniture","Bookcases",704.9,5,0,56.39
"CA-2013-148635","7/25/2013","7/27/2013","Second Class","MH-18025","Seattle","Washington",98115,"West","FUR-CH-10001854","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","Consumer","Furniture","Chairs",561.568,2,0.2,28.08
"CA-2013-135685","11/16/2013","11/18/2013","Second Class","MP-18175","Milwaukee","Wisconsin",53209,"Central","OFF-PA-10000157","Xerox 191","Home Office","Office Supplies","Paper",179.82,9,0,84.52
"CA-2013-135685","11/16/2013","11/18/2013","Second Class","MP-18175","Milwaukee","Wisconsin",53209,"Central","FUR-FU-10001185","Advantus Employee of the Month Certificate Frame, 11 x 13-1/2","Home Office","Furniture","Furnishings",185.58,6,0,76.09
"CA-2013-135685","11/16/2013","11/18/2013","Second Class","MP-18175","Milwaukee","Wisconsin",53209,"Central","FUR-TA-10001520","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","Home Office","Furniture","Tables",214.11,3,0,36.4
"CA-2013-135685","11/16/2013","11/18/2013","Second Class","MP-18175","Milwaukee","Wisconsin",53209,"Central","TEC-AC-10004145","Logitech diNovo Edge Keyboard","Home Office","Technology","Accessories",999.96,4,0,229.99
"CA-2013-135685","11/16/2013","11/18/2013","Second Class","MP-18175","Milwaukee","Wisconsin",53209,"Central","FUR-TA-10000688","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","Home Office","Furniture","Tables",653.55,3,0,111.1
"CA-2013-104626","9/1/2013","9/8/2013","Standard Class","DR-12940","Franklin","Massachusetts",2038,"East","OFF-BI-10001510","Deluxe Heavy-Duty Vinyl Round Ring Binder","Home Office","Office Supplies","Binders",114.6,5,0,51.57
"CA-2013-104626","9/1/2013","9/8/2013","Standard Class","DR-12940","Franklin","Massachusetts",2038,"East","FUR-CH-10003817","Global Value Steno Chair, Gray","Home Office","Furniture","Chairs",60.74,1,0,15.19
"CA-2013-104626","9/1/2013","9/8/2013","Standard Class","DR-12940","Franklin","Massachusetts",2038,"East","FUR-FU-10000308","Deflect-o Glass Clear Studded Chair Mats","Home Office","Furniture","Furnishings",124.36,2,0,27.36
"CA-2013-104626","9/1/2013","9/8/2013","Standard Class","DR-12940","Franklin","Massachusetts",2038,"East","OFF-ST-10003208","Adjustable Depth Letter/Legal Cart","Home Office","Office Supplies","Storage",1088.76,6,0,315.74
"CA-2014-160500","5/6/2014","5/9/2014","First Class","DM-13015","Encinitas","California",92024,"West","OFF-BI-10003784","Computer Printout Index Tabs","Consumer","Office Supplies","Binders",6.72,5,0.2,2.35
